,название,цена,год,модель,пробег,тип двигателя,объем двигателя,коробка передач,кузов,привод,л.с,состаяние
310,lada,320000,2017,granta,69000,бензин,1.6,mt,седан,передний,87,не битый
311,toyota,135000,2001,duet,221000,бензин,1.3,at,хетчбэк,передний,110,не битый
312,toyota,240000,2000,platz,2500,бензин,1.5,at,седан,передний,110,не битый
313,citroen,290000,2005,c4,221000,бензин,1.6,at,хетчбэк,передний,109,не битый
314,nissan,1530000,2013,patrol,270000,бензин,5.6,at,внедорожник,полный,405,не битый
315,chery,705000,2017,tiggo 2,22000,бензин,1.5,at,внедорожник,передний,106,не битый
316,kia,575000,2015,rio,79000,бензин,1.4,at,седан,передний,107,не битый
317,toyota,1090000,2012,gt86,81000,бензин,2.0,mt,купе,задний,200,не битый
318,ваз,37000,1998,2109,150000,бензин,1.5,mt,хетчбэк,передний,68,не битый
319,ford,255000,2004,focus,250000,бензин,2.3,mt,универсал,передний,145,не битый
320,toyota,500000,2008,corolla,153000,бензин,1.6,amt,седан,передний,124,не битый
321,mercedes,805000,2009,-benz e-класс,150000,бензин,1.8,at,седан,задний,204,не битый
322,subaru,400000,2005,forester,82000,бензин,2.0,at,внедорожник,полный,158,не битый
323,ваз,58500,2001,1111 ока,2183,бензин,0.7,mt,хетчбэк,передний,33,не битый
324,honda,560000,2007,accord,183802,бензин,2.0,at,седан,передний,155,не битый
325,toyota,149900,2001,yaris,200000,бензин,1.3,at,хетчбэк,передний,86,не битый
326,toyota,220000,1996,corolla levin,2255,бензин,1.6,at,купе,передний,165,не битый
327,ваз,130000,2008,2114 samara,179000,бензин,1.6,mt,хетчбэк,передний,81,не битый
328,toyota,430000,2003,avensis,253000,бензин,1.8,at,седан,передний,129,не битый
329,ваз,80000,2001,1111 ока,59526,бензин,0.7,mt,хетчбэк,передний,33,не битый
330,nissan,165000,2002,cube,216000,бензин,1.4,at,минивэн,полный,98,не битый
331,mitsubishi,893000,2006,pajero,230000,бензин,3.8,at,внедорожник,полный,250,не битый
332,honda,560000,2007,accord,184000,бензин,2.0,at,седан,передний,155,не битый
333,nissan,650000,2011,juke,159000,бензин,1.6,cvt,внедорожник,полный,190,не битый
334,газ,65000,2000,соболь 2752,88072,бензин,2.3,mt,фургон,задний,110,не битый
335,ваз,40000,2002,2107,124000,бензин,1.7,mt,седан,задний,80,не битый
336,lada,120000,1988,4x4 (нива),26535,бензин,1.6,mt,внедорожник,полный,73,не битый
337,isuzu,160000,1998,gemini,300000,бензин,1.5,at,седан,передний,105,не битый
338,nissan,480000,2012,note,102000,бензин,1.4,mt,хетчбэк,передний,88,не битый
339,ваз,40000,1995,2106,14118,бензин,1.6,mt,седан,задний,74,не битый
340,kia,445000,2012,rio,120000,бензин,1.4,at,седан,передний,107,не битый
341,mercedes,420000,2004,-benz e-класс,205000,бензин,3.2,at,седан,задний,224,не битый
342,ваз,165000,2012,2114 samara,223000,бензин,1.6,mt,хетчбэк,передний,81,не битый
343,toyota,240000,1999,corolla spacio,240000,бензин,1.6,at,минивэн,передний,110,не битый
344,ваз,50000,2001,2109,200000,бензин,1.5,mt,хетчбэк,передний,68,не битый
345,ваз,203000,2011,2114 samara,170000,бензин,1.6,mt,хетчбэк,передний,81,не битый
346,nissan,260000,2001,primera,230000,бензин,2.0,at,седан,передний,140,не битый
347,honda,240000,1997,prelude,290000,бензин,2.2,at,купе,передний,160,не битый
348,mitsubishi,440000,2007,lancer,118000,бензин,1.5,at,седан,передний,109,не битый
349,toyota,260000,2002,cami,164500,бензин,1.3,at,внедорожник,задний,90,не битый
350,kia,440000,2008,cerato,192000,бензин,1.6,at,седан,передний,124,не битый
351,ford,55000,1989,telstar,200000,бензин,1.8,at,седан,передний,82,не битый
352,toyota,415000,2002,corolla spacio,218000,бензин,1.5,at,минивэн,передний,110,не битый
353,toyota,105000,1997,corolla spacio,260000,бензин,1.8,at,минивэн,полный,120,не битый
354,nissan,425000,2013,dayz,77000,бензин,0.7,cvt,хетчбэк,передний,49,не битый
355,газ,65000,2005,31105 волга,312000,бензин,2.3,mt,седан,задний,131,не битый
356,ваз,40000,2002,2115 samara,200000,бензин,1.5,mt,седан,передний,78,не битый
357,ford,310000,2006,focus,275050,бензин,1.6,at,седан,передний,100,не битый
358,луаз,35000,1987,969,50000,бензин,1.2,mt,внедорожник,полный,40,не битый
359,citroen,315000,2006,c5,134000,бензин,2.0,at,хетчбэк,передний,140,не битый
360,toyota,110000,1993,camry,250000,бензин,2.0,at,седан,передний,140,не битый
361,hyundai,560000,2005,tucson,185000,бензин,2.0,at,внедорожник,полный,142,не битый
362,kia,833000,2013,sportage,127000,бензин,2.0,at,внедорожник,передний,150,не битый
363,mitsubishi,490000,2008,lancer,203000,бензин,2.0,cvt,седан,передний,150,не битый
364,nissan,40000,1992,prairie,100000,бензин,2.4,mt,минивэн,передний,133,не битый
365,ford,295000,2006,focus,167000,бензин,1.8,mt,седан,передний,125,не битый
366,toyota,1475000,2015,rav4,79000,бензин,2.0,mt,внедорожник,полный,146,не битый
367,ford,485000,2014,focus,120000,бензин,1.6,mt,хетчбэк,передний,125,не битый
368,ваз,50000,1972,2101,38000,бензин,1.3,mt,седан,задний,69,не битый
369,chery,280000,2011,tiggo (t11),132000,бензин,1.8,mt,внедорожник,передний,132,не битый
370,ваз,70000,2006,2115 samara,100000,бензин,1.5,mt,седан,передний,76,не битый
371,toyota,170000,1998,vista,299999,бензин,2.0,at,седан,передний,145,не битый
372,lada,100000,1981,4x4 (нива),150000,бензин,1.6,mt,внедорожник,полный,73,не битый
373,nissan,810000,2013,qashqai,74500,бензин,1.6,cvt,внедорожник,передний,117,не битый
374,volkswagen,110000,1989,passat,234357,бензин,2.0,mt,седан,передний,115,не битый
375,nissan,385000,2001,x-trail,290000,бензин,2.0,at,внедорожник,полный,150,не битый
376,nissan,830000,2015,terrano,90000,бензин,2.0,at,внедорожник,передний,135,не битый
377,ваз,35000,1997,2107,71400,бензин,1.5,mt,седан,задний,72,не битый
378,subaru,785000,2008,outback,189700,бензин,3.0,at,универсал,полный,245,не битый
379,москвич,40000,1989,412,40000,бензин,1.5,mt,седан,задний,75,не битый
380,газ,830000,2014,ель next,130000,дизель,2.8,mt,пикап,задний,149,не битый
381,toyota,2050000,2011,land cruiser,157000,дизель,4.5,at,внедорожник,полный,235,не битый
382,hyundai,470000,2008,santa fe,250000,дизель,2.0,mt,внедорожник,полный,112,не битый
383,lexus,1700000,2010,rx,135000,гибрид,3.5,cvt,внедорожник,полный,249,не битый
384,chrysler,800000,2005,pt cruiser,100000,бензин,2.4,at,универсал,передний,143,не битый
385,nissan,979000,2007,patrol,257000,дизель,3.0,at,внедорожник,полный,160,не битый
386,nissan,125000,1997,cefiro,300000,бензин,2.0,at,седан,передний,155,не битый
387,toyota,377000,2004,corolla fielder,270000,бензин,1.5,at,универсал,передний,110,не битый
388,ford,170000,1999,laser,219000,бензин,1.5,at,седан,передний,110,не битый
389,ваз,38000,1984,2102,5000,бензин,1.2,mt,универсал,задний,64,не битый
390,toyota,299999,2001,corolla runx,365000,бензин,1.8,at,хетчбэк,передний,190,не битый
391,kia,610000,2016,rio,130000,бензин,1.6,at,седан,передний,123,не битый
392,fiat,10000,2011,ducato,100000,дизель,2.3,mt,микроавтобус,передний,110,не битый
393,nissan,649000,2014,sentra,112000,бензин,1.6,cvt,седан,передний,117,не битый
394,lexus,530000,2002,es,92000,бензин,3.0,at,седан,передний,214,не битый
395,toyota,199000,1991,corolla,164000,бензин,1.6,at,седан,передний,105,не битый
396,nissan,450000,2000,elgrand,350000,бензин,3.5,at,минивэн,полный,240,не битый
397,volkswagen,820000,2006,caravelle,198000,бензин,2.0,mt,минивэн,передний,115,не битый
398,toyota,2300000,2015,land cruiser prado,164000,дизель,2.8,at,внедорожник,полный,177,не битый
399,газ,44444,2003,3110 волга,90000,бензин,2.4,mt,седан,задний,100,не битый
400,honda,620000,2008,accord,332000,бензин,2.0,at,седан,передний,156,не битый
401,lincoln,420000,2004,town car,180000,бензин,4.6,at,седан,задний,242,не битый
402,toyota,460000,1999,harrier,320000,бензин,2.2,at,внедорожник,передний,140,не битый
403,hyundai,259000,2007,getz,177000,бензин,1.4,mt,хетчбэк,передний,97,не битый
404,ваз,55000,2006,2114 samara,50000,бензин,1.5,mt,хетчбэк,передний,77,не битый
405,ваз,30000,2002,2107,9999,бензин,1.6,mt,седан,задний,75,не битый
406,subaru,500000,2002,forester,201000,бензин,2.0,at,внедорожник,полный,177,не битый
407,nissan,597000,2015,note,49360,бензин,1.2,cvt,хетчбэк,передний,98,не битый
408,toyota,157000,1999,duet,215000,бензин,1.0,at,хетчбэк,передний,60,не битый
409,toyota,280000,2000,corolla,300000,бензин,1.5,at,седан,передний,110,не битый
410,bmw,1350000,2009,x6,137000,дизель,3.0,at,внедорожник,полный,235,не битый
411,renault,330000,2012,logan,130000,бензин,1.6,mt,седан,передний,82,не битый
412,toyota,175000,1998,celica,290000,бензин,2.0,at,хетчбэк,передний,140,не битый
413,ford,820000,2015,focus,95000,бензин,1.6,amt,универсал,передний,125,не битый
414,subaru,530000,2005,tribeca,250000,бензин,3.0,at,внедорожник,полный,245,не битый
